,Name,target,ville
2940,Collège de l'Evre,90.5,
2941,Collège Jean Moulin,90.5,Albert
2942,Collège Jeanne d'Arc,90.5,Mazamet
2943,Collège Montaigne,90.5,Angers
2944,Collège Pierre et Marie Curie,90.5,Le Pellerin
2945,Collège le Bernica,90.5,Saint-Paul
2946,Collège Louis Sandras,90.5,Anizy-le-Château
2947,Collège Chevreul Lestonnac,90.5,Lyon
2948,Collège André Maurois,90.5,Neuilly-sur-Seine
2949,Collège Louise Michel,90.5,Manneville-sur-Risle
2950,Collège Phileas Lebesgue,90.5,Marseille-en-Beauvaisis
2951,Collège Gérard de Nerval,90.5,Crépy-en-Valois
2952,Collège Léonce Dussarat dit Léon des Landes,90.5,Dax
2953,Collège Gabriel Péri,90.5,Aubervilliers
2954,Collège le Palais,90.5,Feurs
2955,Collège Jéhan le Freron,90.5,Crèvecœur-le-Grand
2956,Collège Notre-Dame-Sévigné,90.5,Talence
2957,Collège LeChâteau,90.5,Morlaix
2958,Collège Raymond Poincaré,90.5,Versailles
2959,Collège Jules Verne,90.5,Rosières-en-Santerre
2960,Collège Notre-Dame,90.5,Pamiers
2961,Collège Joliot Curie,90.5,Bron
2962,Collège Jean Moulin,90.5,Revigny-sur-Ornain
2963,Collège Michel Brézillon,90.5,Orgelet
2964,Collège du Val Cérou,90.5,Cordes-sur-Ciel
2965,Collège Albert Châtelet,90.5,Douai
2966,Collège Frédéric Bazille,90.4,Castelnau-le-Lez
2967,Collège André Maurois,90.4,Épinay-sur-Orge
2968,Collège Jean-Baptiste Darnet,90.4,Saint-Yrieix-la-Perche
2969,Collège de Kerdurand,90.4,Riantec
2970,Collège la Coutancière,90.4,La Chapelle-sur-Erdre
2971,Collège privé Sainte-Marie,90.4,Blois
2972,Collège Sidney Bechet,90.4,Antibes
2973,Collège de la Vallée du Matz,90.4,Ressons-sur-Matz
2974,Collège Jean Rostand,90.4,Mont-de-Marsan
2975,Collège Marcel Marceron,90.4,Montfort-sur-Risle
2976,Collège du Val d'Arros,90.4,Tournay
2977,Collège privé Saint-Vincent,90.4,Paris
2978,Collège Romain Rolland,90.4,Erstein
2979,Collège Georges Clemenceau,90.4,Paris
2980,Collège Béatrice de Savoie,90.4,Les Échelles
2981,Collège George Sand,90.4,Mouroux
2982,Collège Gabriel de Montgomery,90.4,Ducey-Les Chéris
2983,Collège du Pays des Luys,90.4,Amou
2984,Collège Notre-Dame de Lourdes,90.4,Civrieux-d'Azergues
2985,Collège des Vernaux Marius Daubigney,90.4,Tavaux
2986,Collège Ursuya,90.4,Hasparren
2987,Collège Aliénor d'Aquitaine,90.4,Castillon-la-Bataille
2988,Collège Marcel Pagnol,90.4,Saint-Ouen-l'Aumône
2989,Collège Georges Braque,90.4,Dieppe
2990,Collège Notre-Dame de Toutes Aides,90.4,Nantes
2991,Collège George Sand,90.4,Châtellerault
2992,Collège Joachim du Bellay,90.4,Château-la-Vallière
2993,Collège Marcelin Berthelot,90.4,Montreuil
2994,Collège Maurice Genevoix,90.4,Montrouge
2995,Collège Paul Dangla,90.4,Agen
2996,Collège Les Martinets,90.4,Rueil-Malmaison
2997,Collège Antoine de Saint-Exupéry,90.4,Montceau-les-Mines
2998,Collège André Raimbourg,90.4,Doudeville
2999,Collège La Fontaine aux Bergers,90.4,Ollainville
3000,Collège Paul Fort,90.3,Is-sur-Tille
3001,Collège de la Montagne,90.3,Saint-Denis
3002,Collège Jacques Maure,90.3,Castelginest
3003,Collège Saint-Exupéry,90.3,Bram
3004,Collège André Malraux,90.3,Asnières-sur-Seine
3005,Collège Raymond Loewy,90.3,La Souterraine
3006,Collège Joseph Roumanille,90.3,Avignon
3007,Collège Albert Schweitzer,90.3,Soisy-sous-Montmorency
3008,Collège Renée TAILLEFER,90.3,Gaillac
3009,Collège Aliénor d'Aquitaine,90.3,Martignas-sur-Jalle
3010,Collège François Villon,90.3,Walincourt-Selvigny
3011,Collège Jean Perrin,90.3,Vitry-sur-Seine
3012,Collège de l'Ill,90.3,Illfurth
3013,Collège les Cordeliers,90.3,Dinan
3014,Collège Jean Perrin,90.3,Saint-Paul-Trois-Châteaux
3015,Collège du Bois d'Orceau,90.3,Tilly-sur-Seulles
3016,Collège Arsène Bonneaud,90.3,Nexon
3017,Collège Saint-Joseph,90.3,Aniche
3018,Collège Victor Schoelcher,90.3,Torcy
3019,Collège Henri Matisse,90.3,Linselles
3020,Collège Albert Camus,90.3,Ris-Orangis
3021,Collège Pierre Messmer,90.3,Sarrebourg
3022,Collège Turenne,90.3,Sedan
3023,Collège Victor Hugo,90.3,Paris
3024,Collège Jean Jaurès,90.3,Villeurbanne
3025,Collège Roger Martin du Gard,90.3,Épinay-sur-Seine
3026,Collège Jean Renoir,90.2,Boulogne-Billancourt
3027,Collège André Abbal,90.2,Carbonne
3028,Collège Saint-François d'Assise,90.2,Montpellier
3029,Collège Jacques Prévert,90.2,Heyrieux
3030,Collège Sainte-Marie,90.2,Valognes
3031,Collège Victor Schoelcher,90.2,Lyon
3032,Collège Adolphe Chérioux,90.2,Vitry-sur-Seine
3033,Collège Marchioux,90.2,Parthenay
3034,Collège privé Stella Maris,90.2,Anglet
3035,Collège André Albert,90.2,Saujon
3036,Collège Jean Monnet,90.2,Épernay
3037,Collège du Himmelsberg,90.2,Sarreguemines
3038,Collège Arthur Rimbaud,90.2,Saint-Aubin-lès-Elbeuf
3039,Collège Pierre Brossolette,90.2,Réhon
3040,Collège Maurice Genevoix,90.2,Ligueil
3041,Collège les Perrières,90.2,Annonay
3042,Collège Jules Ferry,90.2,Mantes-la-Jolie
3043,Collège Nicolas Conté,90.2,Régny
3044,Collège Saint-Joseph,90.2,Saint-Antoine-de-Breuilh
3045,Collège Joseph Crocheton,90.2,Veuzain-sur-Loire
3046,Collège Les Roussillous,90.2,Saint-Pierre-de-Lages
3047,Collège Marie Noel,90.2,Joigny
3048,Collège Pierre Claude,90.2,Sarre-Union
3049,Collège les Mattons,90.2,Vizille
3050,Collège de Bras Panon,90.2,Bras-Panon
3051,Collège Cacault,90.2,Clisson
3052,Collège Jean Monnet,90.2,Lezay
3053,Collège Moreau,90.2,Montlhéry
3054,Collège Saint-Maur,90.2,Pau
3055,Collège Henri Wallon,90.2,Varennes-Vauzelles
3056,Collège Haffreingue,90.1,Boulogne-sur-Mer
3057,Collège Beaumont,90.1,Redon
3058,Collège Sacré-Coeur,90.1,Saint-Malo
3059,Collège Alain Jacques,90.1,Ailly-le-Haut-Clocher
3060,Collège Tomi Ungerer,90.1,Dettwiller
3061,Collège de Montech,90.1,Montech
3062,Collège Clotaire Baujoin,90.1,Thourotte
3063,Collège Saint-Exupéry,90.1,Rosny-sous-Bois
3064,Collège Lucien Herr,90.1,Altkirch
3065,Collège Frédéric Joliot Curie,90.1,Carqueiranne
3066,Collège de Grand Bourg,90.1,Grand-Bourg
3067,Collège Robert Aubry,90.1,Ligny-en-Barrois
3068,Collège Marguerite Yourcenar,90.1,Marchiennes
3069,Collège Evariste Galois,90.1,Breteuil
3070,Collège Saint-Joseph,90.1,Étaples
3071,Collège Rocher du Dragon,90.1,Aix-en-Provence
3072,Collège des Deux Sarres,90.1,Lorquin
3073,Collège Maximilien Robespierre,90.1,Port-Saint-Louis-du-Rhône
3074,Collège Lamartine,90.1,Cambrai
3075,Collège Camille Saint-Saens,90.1,Rouen
3076,Collège Raoul Dufy,90.1,Le Havre
3077,Collège Paul Eluard,90.1,Brétigny-sur-Orge
3078,Collège multisite Asfeld-Chateau Porcien,90.1,Asfeld
3079,Collège Gérard Holder,90.1,Cayenne
3080,Collège Louis-Joseph Soulas,90.1,Bazoches-les-Gallerandes
3081,Collège Jacques-Emile Blanche,90.1,Saint-Pierre-lès-Elbeuf
3082,Collège Revesz-Long,90.1,Crest
3083,Collège Jacques Cartier,90.1,Chauny
3084,Collège Liberté,90.1,Annezin
3085,Collège du Montois,90.1,Donnemarie-Dontilly
3086,Collège de la Salle,90.1,Pibrac
3087,Collège Louis Jouvet,90.1,Villeurbanne
3088,Collège Gilbert Dru,90.1,Lyon
3089,Collège Saint-Jacques,90.1,Moutiers-les-Mauxfaits
3090,Collège Pierre et Marie Curie,90.1,Montmélian
3091,Collège Claude Debussy,90.1,Villeneuve-la-Guyard
3092,Collège du Fiumorbo,90.1,Prunelli-di-Fiumorbo
3093,Etablissement hospitalier,90.1,Hyères
3094,Collège La Croix des Sarrasins,90.1,Auxonne
3095,Collège Paul Portier,90.1,Bar-sur-Seine
3096,Collège Victor Hugo,90.1,Gassin
3097,Collège Evariste Galois,90.0,Meyzieu
3098,Collège Paul Arène,90.0,Sisteron
3099,Collège Louisa Paulin,90.0,Muret
3100,Collège Evariste Galois,90.0,Bourg-la-Reine
3101,Collège Sadi Carnot,90.0,Auch
3102,Collège Léonard de Vinci,90.0,Saint-Brieuc
3103,Collège Saint-Stanislas- Sacré coeur,90.0,Nîmes
3104,Collège privé Marie Rivier,90.0,Bourg-Saint-Andéol
3105,Collège Georges Desnos,90.0,La Ferté-Bernard
3106,Collège Alphonse Daudet,90.0,Paris
3107,Collège Fénelon,90.0,Nevers
3108,Collège Eugène Vigne,90.0,Beaucaire
3109,Collège Marie Curie,90.0,Saint-Laurent-Nouan
3110,Collège Raymond Bouyer,90.0,Saint-Hilaire-de-Villefranche
3111,Collège Pierre et Marie Curie,90.0,Villiers-sur-Marne
3112,Collège Saint-Martin,90.0,Amiens
3113,Collège Les Saules,90.0,Guyancourt
3114,Collège Jacques Prévert,90.0,Saint-Pol-de-Léon
3115,Collège le Herault,90.0,Saint-Herblain
3116,Collège Henri Martin,90.0,Villebois-Lavalette
3117,Collège institution Jeanne d'Arc,90.0,Gisors
3118,Collège Jules Ferry,90.0,Maisons-Alfort
3119,Collège Aimé et Eugénie Cotton,89.9,Le Blanc-Mesnil
3120,Collège Georges Clemenceau,89.9,Lyon
3121,Collège Saint-Exupéry,89.9,Solesmes
3122,Collège Louis Pasteur,89.9,Brunoy
3123,Collège Jean Renoir,89.9,Bourges
3124,Collège Henri Matisse,89.9,Issy-les-Moulineaux
3125,Collège Philippe Cousteau,89.9,Tignieu-Jameyzieu
3126,Collège Victor Hugo,89.9,Tulle
3127,Collège du Bois de la Barthe,89.9,Pibrac
3128,Collège Joliot Curie,89.9,Dieulouard
3129,Collège Nicolas Flamel,89.9,Pontoise
3130,Collège Pierre Mendès France,89.9,Méru
3131,Collège Albert Camus,89.9,Miramas
3132,Collège Edmond Bambuck,89.9,Le Gosier
3133,Collège du Vauclin,89.9,Le Vauclin
3134,Collège Verrière,89.9,Issoire
3135,Collège Jean Zay,89.9,Morsang-sur-Orge
3136,Collège Saint-Michel,89.9,Nort-sur-Erdre
3137,Collège François Mitterrand,89.9,Veynes
3138,Collège Jean-Jacques Rousseau,89.9,Creil
3139,Collège Jacqueline Auriol,89.9,Villeneuve-Tolosane
3140,Collège Jean Monnet,89.9,Coulogne
3141,Collège Saint-Exupéry,89.9,Beaucourt
3142,Collège privé Notre-Dame,89.9,Janville
3143,Collège le Colombier,89.9,Dun-sur-Auron
3144,Collège Emile Laroue,89.9,Frasne
3145,Collège des Pyramides,89.8,Évry
3146,Collège Paul Valéry,89.8,Séméac
3147,Collège les Aigrettes,89.8,Saint-Paul
3148,Collège Jacques-Yves Cousteau,89.8,Creutzwald
3149,Collège Le Clos Ferbois,89.8,Jargeau
3150,Collège les Louataux,89.8,Champagnole
3151,Collège privé Saint-Merri,89.8,Paris
3152,Collège Lubet Barbon,89.8,Saint-Pierre-du-Mont
3153,Collège Marie Curie,89.8,Les Lilas
3154,Collège Jacques Prévert,89.8,Migennes
3155,Collège Saint-Exupéry,89.8,La Montagne
3156,Collège Colonel Fabien,89.8,Montreuil
3157,Collège Blanche de Castille,89.8,La Chapelle-la-Reine
3158,Collège Alfred de Vigny,89.8,Courbevoie
3159,Collège Georges Gouy,89.8,Vals-les-Bains
3160,Collège Marc Chagall,89.8,Dompierre-sur-Mer
3161,Collège Paul Esquinance,89.8,La Réole
3162,Collège Fulrad,89.8,Sarreguemines
3163,Collège Victor Hugo,89.8,La Celle-Saint-Cloud
3164,Collège Auguste Renoir,89.8,Limoges
3165,Collège Robert Doisneau,89.8,L'Isle-d'Abeau
3166,Collège Jacques Prévert,89.8,Flavy-le-Martel
3167,Collège Katia et Maurice Krafft,89.8,Eckbolsheim
3168,Collège Henri Boudon,89.8,Bollène
3169,Collège Lucie et Raymond Aubrac,89.8,Plouagat
3170,Collège Louis Anquetin,89.8,Étrépagny
3171,Collège François Rabelais,89.8,Niort
3172,Collège Alexandre Fleming,89.8,Orsay
3173,Collège Nicolas-Louis Vauquelin,89.8,Toulouse
3174,Collège Cité,89.8,Narbonne
3175,Collège les Capucins,89.8,Melun
3176,Collège les Mousseaux,89.8,Villepinte
3177,Collège Jules Ferry,89.8,Eaubonne
3178,Collège Jean Lachenal,89.8,Faverges-Seythenex
3179,Collège de  Morlaàs,89.8,Morlaàs
3180,Collège Claude Monet,89.7,Paris
3181,Collège Paul Eluard,89.7,Verzy
3182,Collège Eugène Guillevic,89.7,Saint-Jean-Brévelay
3183,Collège Chateaubriand,89.7,Villeneuve-sur-Yonne
3184,Collège Sainte-Apolline,89.7,Courdimanche
3185,Collège Taison,89.7,Metz
3186,Collège Saint-Benoist de l'Europe,89.7,Bagnolet
3187,Collège Jacques Prévert,89.7,Watten
3188,Collège Professeur Dargent,89.7,Lyon
3189,Collège Saint-Joseph,89.7,Le Pré-Saint-Gervais
3190,Lycée Institut Lemonnier,89.7,Caen
3191,Collège Condorcet,89.7,Vervins
3192,Collège François Mitterrand,89.7,Créon
3193,Collège Saint-Augustin,89.7,Morlaix
3194,Collège Alfred de Musset,89.7,Patay
3195,Collège André Crochepierre,89.7,Villeneuve-sur-Lot
3196,Collège Saint-Exupéry,89.7,Bourges
3197,Collège Guillaume Budé,89.7,Maubeuge
3198,Collège Léon Gambetta,89.7,Paris
3199,Collège Monséjour,89.7,Bordeaux
3200,Collège Victor Segalen,89.7,Châteaugiron
3201,Collège Louis Lumière,89.7,Oyonnax
3202,Collège privé Eugène Napoléon Saint-Pierre Fourier,89.7,Paris
3203,Collège Fernand Balin,89.7,Anse-Bertrand
3204,Collège André Malraux,89.7,Saint-Jean-de-la-Ruelle
3205,Collège de la Marine Vincendo,89.6,Saint-Joseph
3206,Collège Texeira da Motta,89.6,La Possession
3207,Collège Aimé Césaire,89.6,Ézanville
3208,Collège Rol-Tanguy,89.6,Champigny-sur-Marne
3209,Collège Georges Pompidou,89.6,Orgerus
3210,Collège Albéric Magnard,89.6,Senlis
3211,Collège de Plescop,89.6,Plescop
3212,Collège Jules Romains,89.6,Nice
3213,Collège Sainte-Anne,89.6,Somain
3214,Collège Pierre Fanlac,89.6,Pays de Belvès
3215,Collège Joffre,89.6,Montpellier
3216,Collège Marcel Goulette,89.6,Saint-Leu
3217,Collège Pierre Dubois,89.6,Seyssinet-Pariset
3218,Collège Pyrénées,89.6,Tarbes
3219,Collège Jules Michelet,89.6,Creil
3220,Collège Maurice Calmel,89.6,Marans
3221,Collège Louis Leprince-Ringuet,89.6,Genas
3222,Collège les Côtes,89.6,Péronnas
3223,Collège Henri Baumont,89.6,Beauvais
3224,Collège Georges Brassens,89.6,Villeneuve-le-Roi
3225,Collège André Pioger,89.6,Conlie
3226,Collège Robert Desnos,89.6,Rives
3227,Collège d'Albret,89.6,Dax
3228,Collège Emile Auvray,89.6,Dourdan
3229,Collège Victor Hugo,89.6,Chauny
3230,Collège Jean Rostand,89.6,Draguignan
3231,Collège Les Renardières,89.6,Courbevoie
3232,Collège Erckmann Chatrian,89.6,Phalsbourg
3233,Collège Van Gogh,89.6,Émerainville
3234,Collège Louis Pasteur,89.6,Chasseneuil-sur-Bonnieure
3235,Collège Louis Bouvier,89.6,Saint-Laurent-en-Grandvaux
3236,Collège Hubert Nero,89.6,Le Lorrain
3237,Lycée Saint-Joseph La Salle,89.6,Dijon
3238,Collège Fesch,89.5,Ajaccio
3239,Collège Fernand Gregh,89.5,Champagne-sur-Seine
3240,Collège Rouget de Lisle,89.5,Schiltigheim
3241,Collège René Rollin,89.5,Chevillon
3242,Collège Jean Cocteau,89.5,Coulaines
3243,Collège Alphonse Tavan,89.5,Avignon
3244,Collège du Rhin,89.5,Drusenheim
3245,Collège Val de Moder,89.5,
3246,Collège Raymond Queneau,89.5,Machecoul-Saint-Même
3247,Collège Valéri,89.5,Nice
3248,Collège Nicolas Copernic,89.5,Duttlenheim
3249,Collège Thiers,89.5,Marseille
3250,Collège Pierre de Ronsard,89.5,Mer
3251,Collège Sainte-Marie,89.5,Riom
3252,Collège André Ailhaud,89.5,Volx
3253,Collège Pablo Picasso,89.5,Éragny
3254,Collège Vienne,89.5,Blois
3255,Collège de Guenette,89.5,Le Moule
3256,Collège Alexandre Macal,89.5,Saint-François
3257,Collège Pasteur,89.5,Gennevilliers
3258,Collège Jean Albany,89.5,La Possession
3259,Collège les Aulnes,89.5,Combs-la-Ville
3260,Collège Queral,89.5,Pontchâteau
3261,Collège Louis Germain,89.5,Saint-Jean-de-Védas
3262,Collège Voltaire,89.5,Saint-Florent-sur-Cher
3263,Collège Robert Paparemborde,89.5,Colombes
3264,Collège Bel Air,89.5,Meudon
3265,Collège Sainte-Catherine,89.5,Villeneuve-sur-Lot
3266,Collège Jacques de Tristan,89.5,Cléry-Saint-André
3267,Collège Jean de La Fontaine,89.5,Saint-Avold
3268,Collège Jean Lurçat,89.5,Saint-Céré
3269,Collège Victor Hugo,89.5,Ham
3270,Collège Didier Lamoulie,89.5,Miramont-de-Guyenne
3271,Collège Anne Frank,89.5,Saint-Dizier
3272,Collège Georges Lavalley,89.5,Saint-Lô
3273,Collège Pierre Roux,89.5,Château-Landon
3274,Collège Jean Paul Guyot,89.5,Mandeure
3275,Collège Gabriel Péri,89.5,Gardanne
3276,Collège Maurice Bedel,89.5,Saint-Gervais-les-Trois-Clochers
3277,Collège Henri Margalhan,89.5,Marseille
3278,Collège Sainte-Elisabeth,89.4,Les Pennes-Mirabeau
3279,Collège Val de Voise,89.4,Gallardon
3280,Collège Georges Pompidou,89.4,Pouilley-les-Vignes
3281,Collège Pierre Corneille,89.4,Tours
3282,Collège Paul Féval,89.4,Dol-de-Bretagne
3283,Collège Letot,89.4,Bayeux
3284,Collège République,89.4,Bobigny
3285,Collège Erik Satie,89.4,Mitry-Mory
3286,Collège Jean Charcot,89.4,Joinville-le-Pont
3287,Collège Claude Debussy,89.4,Angers
3288,Collège Euzhan Palcy,89.4,Gros-Morne
3289,Collège Langevin-Wallon,89.4,Grenay
3290,Collège Chape,89.4,Marseille
3291,Collège Albert Camus,89.4,Thumeries
3292,Collège René Cassin,89.4,Ballan-Miré
3293,Collège Honoré de Balzac,89.4,Azay-le-Rideau
3294,Collège Gérard Gaud,89.4,Bourg-lès-Valence
3295,Collège Anjou-Bretagne,89.4,
3296,Collège André Malraux,89.4,Marseille
3297,Collège les Châtenades,89.4,Mussidan
3298,Collège J. et X. de Maistre,89.3,Saint-Alban-Leysse
3299,Collège Gérard Philipe,89.3,Aulnay-sous-Bois
3300,Collège Edouard Vaillant,89.3,Gennevilliers
3301,Collège du 14e km,89.3,Le Tampon
3302,Collège Saint-Exupéry,89.3,Mâcon
3303,Collège Jean Jaurès,89.3,Montfermeil
3304,Collège Anatole France,89.3,Sartilly-Baie-Bocage
3305,Collège Jean Zay,89.3,Feignies
3306,Collège Paul Eluard,89.3,Roncq
3307,Collège Lamartine,89.3,Houilles
3308,Collège Gaston Flament,89.3,Marcheprime
3309,Collège Emile Falabrègue,89.3,Saint-Bonnet-le-Château
3310,Collège Jules Ferry,89.3,Montluçon
3311,Collège Jéhan Bodel,89.3,Arras
3312,Collège René Caillié,89.3,Saintes
3313,Collège Saint-Jean-Baptiste de La Salle,89.3,Laval
3314,Collège Edouard Branly,89.3,Nogent-sur-Marne
3315,Collège Mozart,89.3,Danjoutin
3316,Collège le Chêne Vert,89.3,Bain-de-Bretagne
3317,Collège Joseph Chassigneux,89.3,Vinay
3318,Collège Laboissière,89.3,Villeneuve-de-Berg
3319,Collège Honoré Racan,89.3,Neuvy-le-Roi
3320,Collège Les Allières,89.3,Saint-Pierre-le-Moûtier
3321,Collège Claude Bernard,89.3,Villefranche-sur-Saône
3322,Collège le Hague Dike,89.3,La Hague
3323,Collège Aristide Briand,89.2,Lons-le-Saunier
3324,Collège Jean Deconinck,89.2,Dunkerque
3325,Collège Notre-Dame des Vertus,89.2,Aubervilliers
3326,Collège Jeanne d'Arc,89.2,Orléans
3327,Collège Sainte-Marie,89.2,Stains
3328,Collège Serge Barranx,89.2,Montfort-en-Chalosse
3329,Collège Alain Fournier,89.2,Vallon-en-Sully
3330,Collège la Barre Jean XXIII,89.2,Angers
3331,Collège Auguste Mignet,89.2,Aix-en-Provence
3332,Collège Karl Marx,89.2,Villejuif
3333,Collège Pierre Labonde,89.2,Méry-sur-Seine
3334,Collège St-Gabriel St-Michel,89.2,Saint-Laurent-sur-Sèvre
3335,Collège Victor Schoelcher,89.2,Sainte-Cécile-les-Vignes
3336,Collège Sévigné,89.2,Flers
3337,Collège Millevoye,89.2,Abbeville
3338,Collège Jacques Prévert,89.2,Châteauneuf-sur-Sarthe
3339,Collège les Amandeirets,89.2,Châteauneuf-les-Martigues
3340,Collège Claude Bernard,89.2,Le Havre
3341,Collège Irène Joliot-Curie,89.2,Mehun-sur-Yèvre
3342,Collège Antoine Risso,89.2,Nice
3343,Collège du Ban de Vagney,89.2,Vagney
3344,Collège Maupertuis - Saint-Benoît,89.2,Le Mans
3345,Collège les Closeaux,89.2,Rungis
3346,Collège la Grande Saule,89.2,Falck
3347,Collège Les Hautes Pailles,89.2,Échenon
3348,Collège Sainte Jeanne d'Arc,89.2,Agnetz
3349,Collège Edouard Herriot,89.2,Lucé
3350,Collège de la Voie Châtelaine,89.2,Arcis-sur-Aube
3351,Collège Marcel Pagnol,89.2,Wittenheim
3352,Collège Pablo Casals,89.2,Cabestany
3353,Collège Saint-Joseph de l'Apparition,89.2,Gaillac
3354,Collège Georges Rouquier,89.2,Rignac
3355,Collège Maxence Van Der Meersch,89.2,Cappelle-la-Grande
3356,Collège Paul Gauthier,89.2,Cavaillon
3357,Collège Jean Giono,89.2,Saint-Genis-Laval
3358,Collège Hélène de Fonsèque,89.1,Surgères
3359,Collège Nicolas Untersteller,89.1,Stiring-Wendel
3360,Collège Saint-Exupéry,89.1,Andrésy
3361,Collège Desaix,89.1,Tarbes
3362,Collège Madeleine Cros,89.1,Dourgne
3363,Collège Abel Lefranc,89.1,Lassigny
3364,Collège de la Montagne noire,89.1,Labruguière
3365,Collège Jean Moulin,89.1,Saint-Memmie
3366,Collège Pierre de Coubertin,89.1,Cormontreuil
3367,Collège privé Saint-Michel,89.1,Pierrelatte
3368,Collège Descartes,89.1,Soisy-sous-Montmorency
3369,Collège privé Notre-Dame,89.1,Valence
3370,Collège Albert Camus,89.1,Dreux
3371,Collège Jean Rostand,89.1,Sainte-Jamme-sur-Sarthe
3372,Collège Al Kindi,89.1,Décines-Charpieu
3373,Collège Paul Langevin,89.1,Trith-Saint-Léger
3374,Collège Pierre Garcie Ferrande,89.1,Saint-Gilles-Croix-de-Vie
3375,Collège Louis Pasteur,89.1,La Chapelle-Saint-Mesmin
3376,Collège Denis Diderot,89.1,Sorgues
3377,Collège Jean Moulin,89.1,Arnouville
3378,Collège Noel du Fail,89.1,Guichen
3379,Collège de Gréasque,89.1,Gréasque
3380,Collège Irène Joliot-Curie,89.1,Le Havre
3381,Collège de Bonifacio,89.1,Bonifacio
3382,Collège Jacqueline Auriol,89.1,Boulogne-Billancourt
3383,Collège Adolphe Monticelli,89.1,Marseille
3384,Collège Jean Racine,89.1,Château-Thierry
3385,Collège Voltaire,89.0,Remoulins
3386,Collège Sonia Delaunay,89.0,Villefontaine
3387,Collège Paul Verlaine,89.0,Faulquemont
3388,Collège le Roumois,89.0,Routot
3389,Collège François Rabelais,89.0,Beynes
3390,Collège André Malraux,89.0,Fos-sur-Mer
3391,Collège Claude Monet,89.0,Saint-Nicolas-d'Aliermont
3392,Collège Eugène Delacroix,89.0,Valmont
3393,Collège Jean Paul de Dadelsen,89.0,Hirsingue
3394,Collège Sainte-Marthe Saint-Front,89.0,Bergerac
3395,Collège Les Trois Rivières,89.0,Verdun-sur-le-Doubs
3396,Collège Jean Rostand,89.0,Marquise
3397,Collège Jacques Grüber,89.0,Colombey-les-Belles
3398,Collège privé Saint-Denis,89.0,Loches
3399,Collège Jacques Prévert,89.0,Coutances
3400,Collège Pilâtre de Rozier,89.0,Paris
3401,Collège Albert Calmette,89.0,Port-Jérôme-sur-Seine
3402,Collège Aristide Bruant,89.0,Albi
3403,Collège René Cassin,89.0,Paray-le-Monial
3404,Collège Jean Vilar,89.0,Riom
3405,Collège Les Bouvets,89.0,Puteaux
3406,Collège Kerzourat,89.0,Landivisiau
3407,Collège la Moulinière,89.0,Domène
3408,Collège Pierre et Marie Curie,89.0,Neufchâteau
3409,Collège Pierre Brossolette,89.0,Le Perreux-sur-Marne
3410,Collège Beau Soleil,89.0,Chelles
3411,Collège Aristide Bruant,89.0,Courtenay
3412,Collège Joseph d'Arbaud,88.9,Salon-de-Provence
3413,Collège Raoul Blanchard,88.9,Annecy
3414,Collège Jean Moulin,88.9,Pontault-Combault
3415,Collège Maurice Satineau,88.9,Baie-Mahault
3416,Collège Jean Rostand,88.9,Capbreton
3417,Collège Pierre Donzelot,88.9,Limoges
3418,Collège Adrien Cadet,88.9,Les Avirons
3419,Collège Notre-Dame de Bourgenay,88.9,Les Sables-d'Olonne
3420,Collège Pierre de la Ramée,88.9,Saint-Quentin
3421,Collège Jean Joudiou,88.9,Châteauneuf-sur-Loire
3422,Collège Jean Rostand,88.9,Montpon-Ménestérol
3423,Collège Jean Rostand,88.9,Évreux
3424,Collège Victor Duruy,88.9,Châlons-en-Champagne
3425,Collège Anatole France,88.9,Gerzat
3426,Collège Raymond Poincaré,88.9,Bar-le-Duc
3427,Collège les Provinces,88.9,Blois
3428,Collège Louise Michel,88.9,Ganges
3429,Collège Ludovic Bréa,88.9,Saint-Martin-du-Var
3430,Collège Rachel Salmona,88.9,Le Tréport
3431,Collège Am Merveilleux du Vignaux,88.9,Château-d'Olonne
3432,Collège Jean de La Fontaine,88.9,Le Mée-sur-Seine
3433,Collège Ariane,88.9,Vernon
3434,Collège André Malraux,88.9,Pontarlier
3435,Collège Communautaire,88.9,Villeneuve-d'Ascq
3436,Collège des racines et des ailes,88.9,Drulingen
3437,Collège César Franck,88.9,Paris
3438,Collège Saint-Joseph,88.9,Loudéac
3439,Collège Charles Maximilien Duvivier,88.9,Einville-au-Jard
3440,Collège Stella Blandy,88.9,Montesquieu-Volvestre
3441,Collège Bellevue,88.9,Dangé-Saint-Romain
3442,Collège Stalingrad,88.9,Saint-Pierre-des-Corps
3443,Collège Eugène François,88.9,Gerbéviller
3444,Collège Charles Masson,88.9,Blamont
3445,Collège Jean Rostand,88.9,Loon-Plage
3446,Collège Marcel Cuynat,88.9,Monestier-de-Clermont
3447,Collège Rocroi,88.9,Rocroi
3448,Collège privé Sainte-Marie,88.9,Ribeauvillé
3449,Collège Terrain Fayard,88.8,Saint-André
3450,Collège de la Voie Domitienne,88.8,Le Crès
3451,Collège Joseph Fabre,88.8,Rodez
3452,Collège Joseph-Paul Rambaud,88.8,Pamiers
3453,Collège André Gide,88.8,Goderville
3454,Collège Compère Morel,88.8,Breteuil
3455,Collège la forêt,88.8,Saint-Genix-sur-Guiers
3456,Collège la Rochefoucauld,88.8,Liancourt
3457,Collège Rosa Parks,88.8,Gentilly
3458,Collège Louisa Paulin,88.8,Réalmont
3459,Collège Louis Nucera,88.8,Nice
