,Name,target,ville
0,Collège privé de Marcq,100.0,Marcq-en-Barœul
1,Collège privé Saint-Charles,100.0,Saint-Pierre
2,Collège Saint-Thomas d'Aquin,100.0,Oullins
3,Collège Saint-Charles,100.0,Athis-Mons
4,Collège Passy Saint-Nicolas Buzenval,100.0,Rueil-Malmaison
5,Collège privé Stanislas,100.0,Paris
6,Collège privé Institution La Providence,100.0,Strasbourg
7,Collège privé Fénelon Sainte-Marie,100.0,Paris
8,Collège privé Saint-Jean de Passy,100.0,Paris
9,Collège Saint-Joseph du Loquidy,100.0,Nantes
10,Collège Saint-Joseph de Tivoli,100.0,Bordeaux
11,Collège Stanislas,100.0,Cannes
12,Collège Sainte-Thérèse,100.0,Ozoir-la-Ferrière
13,Collège privé de la Salle,100.0,Grenoble
14,Collège Notre-Dame des Anges,100.0,Saint-Amand-les-Eaux
15,Collège privé Sainte-Clotilde,100.0,Paris
16,Collège Sacré-Coeur,100.0,La Ville-du-Bois
17,Collège les Louez Dieu,100.0,Anzin-Saint-Aubin
18,Collège privé Sainte-Marie,100.0,Belfort
19,Collège Notre-Dame,100.0,Saint-Germain-en-Laye
20,Collège Notre Dame de la Providence,100.0,Enghien-les-Bains
21,Collège Saint-François d'Assise,100.0,Montigny-le-Bretonneux
22,Collège l'Assomption,100.0,Montpellier
23,Collège privé Saint-Jean-Baptiste de La Salle,100.0,Nîmes
24,Collège Saint-Jean-Baptiste de La Salle,100.0,Valenciennes
25,Collège Saint-Paul,100.0,Lille
26,Collège Le Caousou,100.0,Toulouse
27,Collège privé la Salle,100.0,
28,Collège Pierre de Coubertin,100.0,Chevreuse
29,Collège Saint-Gabriel,100.0,Pacé
30,Collège Sainte-Geneviève,100.0,Asnières-sur-Seine
31,Collège l'Espérance,100.0,Aulnay-sous-Bois
32,Collège Saint-Joseph,100.0,Ollioules
33,Collège Thérèse d'Avila,100.0,Lille
34,Collège Saint-Dominique,100.0,Neuilly-sur-Seine
35,Collège Jeanne d'Arc,100.0,Melun
36,Collège Saint-Martin,100.0,Angers
37,Collège Notre-Dame de Sainte-Croix,100.0,Neuilly-sur-Seine
38,Collège Saint-François-de-Sales,100.0,Dijon
39,Collège Sainte-Anne,100.0,Carquefou
40,Collège Saint-Dominique,100.0,Mortefontaine
41,Collège des Chartreux,100.0,Lyon
42,Collège international,100.0,Lyon
43,Collège privé Episcopal,100.0,Zillisheim
44,Collège Cluny,100.0,Marseille
45,Collège Sévigné,100.0,Marseille
46,Collège International,100.0,Valbonne
47,Collège La Salle Saint-Bernard,100.0,Bayonne
48,Collège Saint-Pierre Saint-Jean,100.0,Neuilly-sur-Seine
49,Collège Sacré-Coeur,100.0,Lamballe
50,Collège Immaculée Conception,100.0,Villeurbanne
51,Collège Notre-Dame des Missions,100.0,Charenton-le-Pont
52,Collège Louise Michel,100.0,Chagny
53,Collège Urbain Mongazon,100.0,Angers
54,Collège privé Rocroy Saint-Vincent de Paul,100.0,Paris
55,Collège Madeleine Daniélou,100.0,Rueil-Malmaison
56,Collège Immaculée Conception,100.0,Seclin
57,Collège privé Saint-Louis de Gonzague,100.0,Paris
58,Collège privé Saint-Joseph,100.0,Voiron
59,Collège Jean-Baptiste Say,100.0,Paris
60,Collège Théophraste Renaudot,100.0,Saint-Benoît
61,Collège Lamoricière,100.0,Saint-Philbert-de-Grand-Lieu
62,Collège La Pierre Aiguille,100.0,Le Touvet
63,Collège aux Lazaristes,100.0,Lyon
64,Collège la Xavière,100.0,Chaponnay
65,Collège privé Saint Thomas,100.0,Tourcoing
66,Institut Saint-Lo,100.0,Agneaux
67,Collège privé Blomet,100.0,Paris
68,Collège privé Saint-François,100.0,La Côte-Saint-André
69,Collège Saint-Jean,100.0,Douai
70,Collège Lacordaire,100.0,Marseille
71,Collège Saint-Louis Sainte-Clotilde,100.0,Le Raincy
72,Collège privé Saint André,100.0,Colmar
73,Collège Dupanloup,100.0,Boulogne-Billancourt
74,Collège privé Saint-Michel,100.0,Annecy
75,Collège Saint-Stanislas,100.0,Saint-Renan
76,Collège Notre-Dame de la Compassion,100.0,Pontoise
77,Collège privé de la Tour,100.0,Paris
78,Collège Sainte Anne,100.0,Brest
79,Collège Saint-Louis Notre-Dame du Bel Air,100.0,Montfort-l'Amaury
80,Collège Henri Dunant,100.0,Royan
81,Collège Saint-Michel,100.0,Solesmes
82,Collège Anna de Noailles,100.0,Larche
83,Collège international,100.0,Saint-Germain-en-Laye
84,Collège Endarra,100.0,Anglet
85,Collège Lakanal,100.0,Sceaux
86,Collège privé Saint-Bruno,100.0,La Tour-du-Pin
87,Collège du Centre scolaire La Favorite-Sainte-Thérèse,100.0,Lyon
88,Collège privé Don Bosco,100.0,Landser
89,Collège Notre-Dame de la Tramontane,100.0,Antibes
90,Collège Saint-Joseph,100.0,Le Mans
91,Collège Charlemagne,100.0,Lesquin
92,Collège privé Gerson,100.0,Paris
93,Collège Saint-Joseph,100.0,Chemillé-en-Anjou
94,Collège Léon Gambetta,100.0,Riedisheim
95,Collège Jules Verne,100.0,Rueil-Malmaison
96,Ensemble scolaire Charles de Foucauld - site Jeanne d'Arc (collège),100.0,Limoges
97,Collège privé la Providence,100.0,Fécamp
98,Collège Sainte-Ursule,100.0,Pau
99,Collège Notre-Dame,100.0,Rueil-Malmaison
100,Collège Sainte-Marie,100.0,Linselles
101,Collège le Sacré-Coeur,100.0,Écully
102,Collège privé La Bruyère Sainte-Isabelle,100.0,Paris
103,Collège privé Bossuet-Notre-Dame,100.0,Paris
104,Collège Rogelet,100.0,Reims
105,Collège Saint-Druon,100.0,Carvin
106,"Pensionnat Saint Joseph de Cluny, Collège",100.0,Fort-de-France
107,Collège privé Charles Péguy,100.0,Paris
108,Collège Bon accueil,100.0,Toulon
109,Collège Saint-Jean,100.0,La Madeleine
110,Collège privé Saint-Michel,100.0,Bourgoin-Jallieu
111,Collège Saint-Yves,100.0,Mordelles
112,Collège Saint-Jacques,100.0,Hazebrouck
113,Collège de Capelle en Pévèle,100.0,Cappelle-en-Pévèle
114,Collège la Malassise,100.0,Longuenesse
115,Collège Stanislas,100.0,Nice
116,Collège privé La Rochefoucauld,100.0,Paris
117,Collège Lucie Aubrac,100.0,Isneauville
118,Collège Saint-Riquier,100.0,Amiens
119,Collège Joseph Niel,100.0,Muret
120,Collège Saint-Dominique,100.0,Rouen
121,Collège Le Ferradou,100.0,Blagnac
122,Collège Saint-Charles,100.0,Arles
123,Collège Notre-Dame du Bon accueil,100.0,Monteux
124,Collège Saint-Pierre,100.0,Calais
125,Collège Saint-Léon IX Devallée,100.0,Nancy
126,Collège Robert Schuman,100.0,Saint-Amarin
127,Collège Peyramale Saint-Joseph,100.0,Lourdes
128,Collège privé Sacré-Coeur,100.0,Thonon-les-Bains
129,Collège Sacré-Coeur,100.0,Évron
130,Collège Saint-Bernard,100.0,Troyes
131,Collège privé Antoine de Saint-Exupéry,100.0,Niort
132,Collège Saint-Barthélémy,100.0,Nice
133,Collège Chevreul Blancarde,100.0,Marseille
134,Collège Thérèse Pierre,100.0,Fougères
135,Collège privé Sainte-Ursule Louise de Bettignies,100.0,Paris
136,Collège privé Saint-Joseph,100.0,Bourgoin-Jallieu
137,Collège Guy Gasnier - Sainte-Bathilde,100.0,Chelles
138,Collège Saint-Joseph de la Madeleine,100.0,Marseille
139,Collège privé la Providence,100.0,Poitiers
140,Collège Saint-Joseph,100.0,Argenteuil
141,Collège privé Sainte-Geneviève,100.0,Saint-André
142,Collège Assomption - Sainte-Clotilde,100.0,Bordeaux
143,Collège Sainte-Marie,100.0,Neuilly-sur-Seine
144,Collège L'Immaculée,100.0,Mesnils-sur-Iton
145,Collège Saint-Joseph,100.0,Nay
146,Collège le Sacré-Coeur,100.0,Sainte-Pazanne
147,Collège Massillon,100.0,Clermont-Ferrand
148,Collège privé Saint-Charles,100.0,Orléans
149,Collège Jean Mermoz,100.0,Biscarrosse
150,Collège Fénelon,100.0,Toulon
151,Collège Immaculée Conception,100.0,Saint-Dizier
152,Collège privé Notre-Dame,100.0,Bressuire
153,Collège Saint-Dominique,100.0,Pau
154,Collège Stanislas,100.0,Saint-Raphaël
155,Collège Pradeau-La Sède,100.0,Tarbes
156,Collège Hector Berlioz,100.0,Vincennes
157,Collège privé Sainte Philomène,100.0,Haguenau
158,Collège Conrad Alexandre Gérard,100.0,Masevaux-Niederbruck
159,Collège du Mont d'Hor,100.0,Saint-Thierry
160,Collège Saint-Winoc,100.0,Bergues
161,Collège Saint-Hélier,100.0,Rennes
162,Collège Largenté,100.0,Bayonne
163,Collège Gustave Flaubert,100.0,Pont-l'Évêque
164,Collège Jeanne d'Arc,100.0,Perpignan
165,Collège privé Soeur Rosalie,100.0,Paris
166,Collège Saint-Jacques de Compostelle,100.0,Dax
167,Collège Saint-Exupéry,100.0,Thierville-sur-Meuse
168,Collège André Malraux,100.0,Cagnes-sur-Mer
169,Collège Paul Wernert,100.0,Achenheim
170,Collège Sainte-Geneviève,100.0,Courbevoie
171,Collège Saint-Thomas d'Aquin,100.0,Mornant
172,Collège Jean Delacour,100.0,Clères
173,Collège Cap de Gascogne,100.0,Saint-Sever
174,Collège Claude Debussy,100.0,Paris
175,Collège Saint-Augustin,100.0,Saint-Germain-en-Laye
176,Collège privé Léon XIII,100.0,Châteauroux
177,Collège Saint-Charles,100.0,Guipavas
178,Collège Sainte Croix,100.0,Châteaugiron
179,Collège Sainte-Anne,100.0,Le Bouscat
180,Collège les Sept Iles,100.0,Perros-Guirec
181,Collège privé Notre-Dame de Sion,100.0,Grenoble
182,Collège privé Séminaire des jeunes,100.0,Walbourg
183,Collège privé Sainte-Anne,100.0,Strasbourg
184,Collège Sainte-Thérèse,100.0,Montgeron
185,Collège privé Ecole active bilingue Monceau,100.0,Paris
186,Collège Pierre Girardot,100.0,Sainte-Tulle
187,Collège privé La Providence,100.0,Olivet
188,Collège privé Notre-Dame,100.0,Niort
189,Collège privé des Recollets - Notre-Dame La Riche,100.0,Tours
190,Collège Foch,100.0,L'Aigle
191,Collège des 7 Fontaines,100.0,Andouillé
192,Collège Jeanne de la Treilhe,100.0,Aurillac
193,Collège Jeanne d'Arc,100.0,Calais
194,Collège Saint-Exupéry,100.0,Montigny-le-Bretonneux
195,Collège Saint-Louis,100.0,Lieusaint
196,Collège Jeanne d'Arc,100.0,Montrouge
197,Collège Epin,100.0,Vitry-sur-Seine
198,Collège Sainte-Thérèse,100.0,Le Mesnil-Saint-Denis
199,Collège Champagnat,100.0,Saint-Symphorien-sur-Coise
200,Collège Adventiste Rama,100.0,Sainte-Luce
201,Collège privé de l'Alma,100.0,Paris
202,Collège Immaculée Conception,100.0,Méru
203,Collège Charles Peguy,100.0,Vigy
204,Collège Saint-Hilaire,100.0,Allaire
205,Collège Lavoisier,100.0,Paris
206,Collège privé Notre Dame,100.0,Agde
207,Collège Sainte-Marie,100.0,
208,Collège privé Sainte-Jeanne Elisabeth,100.0,Paris
209,Collège Père Daniel Brottier,100.0,Maulévrier
210,Collège Blaise Pascal,100.0,Saint-Flour
211,Collège Notre-Dame de France,100.0,Marseille
212,Collège Notre-Dame de l'Espérance,100.0,Les Brouzils
213,Collège privé des Missions,100.0,Blotzheim
214,Collège privé Maurice Rondeau,100.0,Bussy-Saint-Georges
215,Collège Pastré - Grande Bastide,100.0,Marseille
216,Collège Sainte-Marie,100.0,Valenciennes
217,Collège du Sacré-Coeur,100.0,Estaires
218,Collège Saint-André,100.0,Saint-Maur-des-Fossés
219,Collège privé du cours secondaire d'Orsay,100.0,Orsay
220,Collège Sacré-Coeur,100.0,Ablon-sur-Seine
221,Collège Mont Saint-Jean,100.0,Antibes
222,Collège Henri Wallon,100.0,Malakoff
223,Collège Raimu,100.0,Bandol
224,Collège Franco-Allemand,100.0,Buc
225,Collège Notre-Dame de la Salle,100.0,Marmande
226,Collège privé Notre Dame,100.0,Strasbourg
227,Collège du Bois l'Eau,100.0,Bernaville
228,Collège Saint-Augustin,100.0,Carnoux-en-Provence
229,Collège Sainte-Geneviève,100.0,Argenteuil
230,Collège Notre-Dame,100.0,L'Isle-Adam
231,Collège des Cordeliers,100.0,Oloron-Sainte-Marie
232,Collège Olympique,100.0,Grenoble
233,Collège Sainte-Marie,100.0,Melun
234,Collège Sainte Jeanne d'Arc,100.0,Rohan
235,Collège privé Saint-François,100.0,Annecy
236,Collège Sévigné,100.0,Compiègne
237,Collège Oratoire Sainte-Marie,100.0,Auch
238,Collège Sainte-Marie-Blancarde,100.0,Marseille
239,Collège privé Marthe Robin,100.0,Le Tampon
240,Collège Saint-Martin,100.0,Saint-Martin-en-Haut
241,"Collège l'Ermitage, Ecole internationale de France",100.0,Maisons-Laffitte
242,Collège La Tour d'Auvergne,100.0,Rennes
243,Collège Saint-Exupéry,100.0,Paris
244,Collège Sainte-Famille des Minimes,100.0,Toulouse
245,Collège Moka,100.0,Saint-Malo
246,Collège Jacques Peletier,100.0,Changé
247,Collège Bernard Palissy,100.0,Saint-Léonard-de-Noblat
248,Collège Saint-Jean,100.0,Lys-Haut-Layon
249,Collège privé Union chrétienne de Saint Chaumond,100.0,Poitiers
250,Collège Saint-Régis,100.0,Le Puy-en-Velay
251,Collège Emile Zola,100.0,Toulouse
252,Collège Notre-Dame,100.0,Draveil
253,Collège Sainte-Thérèse du Colombier,100.0,Nice
254,Collège Saint-Vincent,100.0,Montdidier
255,Collège privé Saint-Joseph,100.0,Rouffach
256,Collège le Prieuré,100.0,Craon
257,Collège Saint-Ouen Lasalle,100.0,Plouay
258,Collège Saint-Jean de Glorieux,100.0,Verdun
259,Collège Saint-Dominique,100.0,Le Moule
260,Collège Saint-Exupéry,100.0,Avize
261,Collège François d'Assise,100.0,Roanne
262,Collège Notre-Dame,100.0,Marvejols
263,Collège Jules Verne,100.0,Déville-lès-Rouen
264,Collège Sacré-Coeur,100.0,Watten
265,Collège Notre-Dame des Missions,100.0,Toulon
266,Collège privé Notre-Dame de France,100.0,Paris
267,Collège Notre-Dame de la Jeunesse,100.0,Marseille
268,Collège privé Notre-Dame de Lourdes,100.0,Paris
269,Collège Victor Hugo,100.0,Saint-Yorre
270,Collège Jeanne d'Arc,100.0,Saint-Didier-en-Velay
271,Collège privé Saint Bénigne - Ecole Maîtrisienne régionale site rue du Pommard,100.0,Dijon
272,Collège Saint-Joseph,100.0,Remiremont
273,Collège Sainte-Austreberthe,100.0,Montreuil
274,Collège La Source,100.0,Meudon
275,Collège Sacré-Coeur,100.0,Saint-Chély-d'Apcher
276,Collège privé Abbé Pierre,100.0,Nueil-les-Aubiers
277,Collège Saint-Thomas d'Aquin,100.0,Toulouse
278,Collège privé Jeanne d'Arc,100.0,Saintes
279,Collège Saint-Joseph,100.0,Doué-en-Anjou
280,Collège privé Saint-Joseph,100.0,Parthenay
281,Collège Marc Jeanjean,100.0,Matha
282,Collège Argia,100.0,Mauléon-Licharre
283,Collège Notre-Dame,100.0,Ham
284,Collège privé le Prieuré,100.0,Sambin
285,Collège professeur Nicaise,100.0,Mareuil-le-Port
286,Collège Saint-Louis,100.0,Bonnières-sur-Seine
287,Collège Jean Baptiste Vatelot,100.0,Toul
288,Collège Guy Mollet,100.0,Capinghem
289,Collège François Villon,100.0,Saint-Varent
290,Collège Saint-Joseph,100.0,Lille
291,Collège Diwan Penn ar Bed,100.0,Le Relecq-Kerhuon
292,Collège Antoine de Saint-Exupéry,100.0,Lyon
293,Collège le Beaufortain,100.0,Beaufort
294,Collège Haut-Gévaudan,100.0,Saint-Chély-d'Apcher
295,Collège Saint-Gabriel,100.0,Valréas
296,Collège Sainte-Macre,100.0,Fismes
297,Collège de la Béchellerie,100.0,Saint-Cyr-sur-Loire
298,Collège ORT,100.0,Villiers-le-Bel
299,Collège Kléber Thoueillès,100.0,Monsempron-Libos
300,Collège Saint-Hildevert,100.0,Gournay-en-Bray
301,Collège du Sacré-Coeur,100.0,Sainte-Sigolène
302,Collège Saint-Pierre,100.0,Courpière
303,Collège Saint-Vincent,100.0,Brest
304,Collège Saint-Hermeland,100.0,Bouaye
305,Collège Sainte-Marthe,100.0,Pézenas
306,Collège Notre-Dame du Mas,100.0,Val d'Oingt
307,Collège Chambertin,100.0,Asnières-sur-Seine
308,Collège privé Pascal,100.0,Paris
309,Collège Psallette Saint-Vincent,100.0,Le Mans
310,Collège Assomption,100.0,Cogolin
311,Collège Saint-Jean Baptiste,100.0,Arradon
312,Collège de l'Epine,100.0,Novalaise
313,Collège Notre-Dame,100.0,Bellevaux
314,Collège privé Saint-Ambroise,100.0,Paris
315,Collège La Salle - Saint-Joseph,100.0,Jurançon
316,Collège privé Saint-Bonnet,100.0,Châteauneuf-de-Galaure
317,Collège les Chartreux - Saint-Charles,100.0,Lyon
318,Collège Hautefeuille,100.0,Courbevoie
319,Collège privé Sacré-Coeur,100.0,Saint-Jean-de-Moirans
320,Collège Saint-Joseph,100.0,Aumale
321,Collège Sainte-Colette,100.0,Corbie
322,Collège Roger Contrepas,100.0,Marsillargues
323,Collège Sainte-Colombe,100.0,Brie-Comte-Robert
324,Collège Sainte-Marie,100.0,Clamart
325,Cité scolaire d'excellence sportive,100.0,Les Abymes
326,Collège Montalembert,100.0,Doullens
327,Collège Pierre Mendès France,100.0,Bessines-sur-Gartempe
328,Collège Saint-Joseph,100.0,Desvres
329,Collège Saint-Mauront,100.0,Marseille
330,Collège Saint-Rémi,100.0,Charleville-Mézières
331,Collège Ste Jeanne d'Arc,100.0,Laventie
332,Collège Sainte-Marie la Croix,99.7,Antony
333,Collège Saint-Jean - Hulst,99.7,Versailles
334,Collège Notre-Dame de Mongré,99.6,Villefranche-sur-Saône
335,Collège Institution Saint-Joseph,99.6,Le Havre
336,Collège privé des Francs Bourgeois,99.6,Paris
337,Collège Sainte-Marie Grand Lebrun,99.6,Bordeaux
338,Collège Sacré-Coeur,99.6,Versailles
339,Collège Saint-Louis,99.6,Gignac-la-Nerthe
340,Collège Sainte-Marie - la Grand'Grange,99.6,Saint-Chamond
341,Collège Bobée,99.6,Yvetot
342,Collège Notre-Dame,99.6,Bourg-la-Reine
343,Collège Anne-Marie Javouhey,99.6,Senlis
344,Collège Saint-Louis Blanche de Castille,99.5,Villemomble
345,Collège Notre-Dame,99.5,Meudon
346,Collège Saint Luc Jeanne d'Arc,99.5,Cambrai
347,Collège l'Etang de L'Or,99.5,Mauguio
348,Collège Fénelon,99.5,Grasse
349,Collège La Nativité,99.5,Aix-en-Provence
350,Collège Saint-Louis - Saint-Clément,99.5,Viry-Châtillon
351,Collège Saint-Pierre,99.5,Brunoy
352,Collège privé Saint-Paul,99.5,Angoulême
353,Collège privé Sainte-Croix Saint-Euverte,99.5,Orléans
354,Collège Sainte-Marie,99.5,Aire-sur-la-Lys
355,Collège Maintenon,99.5,Hyères
356,Collège Immaculée Conception,99.5,Bailleul
357,Collège Sophie Barat,99.5,Châtenay-Malabry
358,Collège Saint-Joseph,99.5,Tassin-la-Demi-Lune
359,Collège Saint-Joseph,99.5,Boulogne-Billancourt
360,Collège François Villon,99.5,Saint-Fargeau-Ponthierry
361,Collège Jean Rostand,99.5,Les Martres-de-Veyre
362,Collège Sacré-Coeur,99.5,Reims
363,Collège Saint-Pierre,99.5,Bourg-en-Bresse
364,Collège privé Institution Champagnat,99.5,Issenheim
365,Collège Sainte-Marie,99.4,Beaucamps-Ligny
366,Collège des trois pays,99.4,Hégenheim
367,Collège Jean Moulin,99.4,La Norville
368,Collège Carnot,99.4,Paris
369,Collège Saint-Joseph,99.4,Libourne
370,Collège privé Saint-Michel des Batignolles,99.4,Paris
371,Collège de Provence,99.4,Marseille
372,Collège Notre-Dame,99.4,Mantes-la-Jolie
373,Collège Saint-Justin,99.4,Levallois-Perret
374,Collège Camille Pissarro,99.4,Saint-Maur-des-Fossés
375,Collège Sainte-Thérèse,99.4,Maisons-Alfort
376,Collège Saint Joseph,99.4,Janzé
377,Collège privé L'Ecole alsacienne,99.4,Paris
378,Collège Henri Bergson,99.4,Garches
379,Collège Saint-Pierre de Chanel,99.4,Thionville
380,Collège les Ormeaux,99.4,Le Havre
381,Collège de l'Ostrevant,99.4,Bouchain
382,Collège Saint-Thomas de Villeneuve,99.4,Chaville
383,Collège la Perverie Sacré-Coeur,99.4,Nantes
384,Collège Saint-Stanislas,99.4,Nantes
385,Collège Emilie de Rodat,99.4,Toulouse
386,Collège Sainte-Thérèse,99.4,Houilles
387,Collège privé Yabné,99.3,Paris
388,Collège Louis Pasteur,99.3,Longjumeau
389,Collège Jeanne d'Arc,99.3,Genas
390,Collège Chevreul Sala,99.3,Lyon
391,Collège du pays de l'Alloeu,99.3,Laventie
392,Collège Notre-Dame de la Providence,99.3,Vincennes
393,Collège René Cassin,99.3,Cernay
394,Collège Saint-Genès (site de Talence),99.3,Talence
395,Collège Jeanne d'Arc,99.3,Roubaix
396,Collège Saint-Julien,99.3,Malestroit
397,Collège Saint-Laurent-La Paix Notre-Dame,99.3,Lagny-sur-Marne
398,Collège Sainte-Marie,99.3,Saint-André-de-Cubzac
399,Collège Notre-Dame Saint Joseph,99.3,Épinal
400,Collège Sainte-Philomène,99.3,Couëron
401,Collège Jacques Prévert,99.3,Romillé
402,Collège Saint-Gabriel,99.3,Pont-l'Abbé
403,Collège privé Saint-Martin,99.3,Tours
404,Collège Jean Bosco,99.3,Sèvremoine
405,Collège Paulette Billa,99.3,Tinqueux
406,Collège privé Alexandre Monnet,99.3,Saint-Benoît
407,Collège Louis Querbes,99.3,Vourles
408,Collège François Auguste Perrinon,99.2,Fort-de-France
409,Collège privé de l'Assomption,99.2,Paris
410,Collège privé Saint-Louis,99.2,Pont-l'Abbé-d'Arnoult
411,Collège Théophile Gautier,99.2,Neuilly-sur-Seine
412,Collège Sainte-Famille,99.2,Amiens
413,Collège Saint-Paul,99.2,Saint-Étienne
414,Institution Saint-Joseph Carnolès,99.2,Roquebrune-Cap-Martin
415,Collège Mabillon,99.2,Sedan
416,Collège Saint-Joseph,99.2,Plabennec
417,Collège Saint-Robert,99.2,Merville
418,Collège de l'Estey,99.2,Saint-Jean-d'Illac
419,Collège Jean Cocteau,99.2,Beaulieu-sur-Mer
420,Collège Saint-Louis de Gonzague,99.2,Perpignan
421,Collège Notre-Dame,99.2,Sannois
422,Collège Jean-Paul 2 - site Germain,99.2,Coutances
423,Collège Nazareth,99.2,Saint-Martin-Boulogne
424,Collège Sasserno,99.2,Nice
425,Collège Notre-Dame des Minimes,99.2,Lyon
426,Collège Assomption Bellevue,99.2,La Mulatière
427,Collège privé Saint-Georges,99.2,Paris
428,Collège de Kerfontaine,99.2,Pluneret
429,Collège Saint-Joseph,99.2,Toulouse
430,Collège Immaculée Conception,99.2,Laval
431,Collège Sainte-Thérèse,99.2,Lunel
432,Collège Charlemagne,99.2,Paris
433,Ensemble scolaire Charles de Foucauld - site Ozanam (collège),99.2,Limoges
434,Collège Le Pré des Roures,99.1,Le Rouret
435,Collège Roger Semet,99.1,Digoin
436,Collège Notre-Dame,99.1,Saint-Avé
437,Collège le Sacré-Coeur,99.1,Pornichet
438,Collège Notre-Dame le Menimur,99.1,Vannes
439,Collège Saint-Joseph,99.1,Neuville-en-Ferrain
440,Collège Marcel Roby,99.1,Saint-Germain-en-Laye
441,Collège Jean Rostand,99.1,Nice
442,Collège de la Paix,99.1,Issy-les-Moulineaux
443,Collège Jeanne d'Arc,99.1,Étampes
444,Collège Assomption,99.1,Rennes
445,Collège Saint-Joseph les Maristes,99.1,Marseille
446,Collège Sainte-Thérèse,99.1,Écouen
447,Collège le Galinet,99.1,Blain
448,Collège Jeanne d'Arc,99.1,Carcassonne
449,Collège privé Saint-François de Sales,99.1,Chambéry
450,Collège Flavius Vaussenat,99.1,Allevard
451,Collège Immaculée Conception Beau Frêne,99.1,Pau
452,Collège Saint-François de Sales,99.1,Troyes
453,Collège Saint-Roch,99.1,Saint-Père-en-Retz
454,Collège Jeanne d'Arc,99.1,Cholet
455,Collège La Bussie,99.1,Vauréal
456,Collège Nelson Mandela,99.1,Plabennec
457,Collège Saint-Vaast Saint-Dominique,99.1,Béthune
458,Collège la Providence,99.1,Dieppe
459,Collège Institution Jean-Paul II,99.1,Rouen
460,Collège Saint-Louis,99.1,Saint-Jean-Brévelay
461,Collège Marcel Pagnol,99.0,Rueil-Malmaison
462,Collège Les Franchises,99.0,Langres
463,Collège Saint-Joseph,99.0,Derval
464,Collège Simon Vinciguerra,99.0,Bastia
465,Collège Belrem,99.0,Beaurainville
466,Collège Jules Ferry,99.0,Conty
467,Collège Saint-Marc,99.0,Lyon
468,Collège Raymond le Corre,99.0,
469,Collège La Salle,99.0,Amiens
470,Collège Saint-Blaise,99.0,Vertou
471,Collège Saint-Jean-Baptiste de la Salle,99.0,Avignon
472,Collège Notre-Dame de France,99.0,Abbeville
473,Collège Saint-Pierre,99.0,Port-Louis
474,Collège Le Petit Prétan,99.0,Givry
475,Collège cours Bastide,99.0,Marseille
476,Collège Paul Langevin,99.0,Avion
477,Collège de Saint-Bonnet,99.0,Saint-Bonnet-en-Champsaur
478,Collège Jules Romains,99.0,Saint-Julien-Chapteuil
479,Collège Saint-Jean et la Croix,99.0,Saint-Quentin
480,Collège Jeanne d'Arc,99.0,Saint-Maur-des-Fossés
481,Collège Saint-Charles,99.0,Cavaillon
482,Collège privé Notre-Dame de Sion,99.0,Paris
483,Collège Jean Moulin,99.0,Rouffach
484,Collège Sainte-Marie,99.0,Chavagnes-en-Paillers
485,Collège Michelet,99.0,Toulouse
486,Collège privé Le Gymnase Jean Sturm,99.0,Strasbourg
487,Collège Saint-Joseph,99.0,Châteaurenard
488,Collège Gounod,99.0,Saint-Cloud
489,Collège privé Notre-Dame de la Chaume,99.0,Vouillé
490,Collège privé Sainte-Marie,98.9,Chartres
491,Collège privé Beth Hanna,98.9,Paris
492,Collège Saint-Joseph,98.9,Bourg-en-Bresse
493,Collège privé La Salle Maison Blanche,98.9,Les Trois-Bassins
494,Collège l'Oiseau Blanc,98.9,Criquetot-l'Esneval
495,Collège Institution Sainte-Croix,98.9,Montivilliers
496,Collège Saint-Pierre Sainte-Anne,98.9,Yssingeaux
497,Collège Haute Bruche,98.9,Schirmeck
498,Collège Sainte-Thérèse,98.9,Bougival
499,Collège privé les Maristes,98.9,Bourg-de-Péage
500,Collège Le Rosaire,98.9,Saint-Leu-la-Forêt
501,Collège Georges David,98.9,Mirebeau
502,Collège petit-Val,98.9,Sucy-en-Brie
503,Collège de la Salle,98.9,Coudekerque-Branche
504,Collège Georges Martelot,98.9,Orbey
505,Collège la Madeleine la Retraite,98.9,Angers
506,Collège Bellevue,98.9,Alès
507,Collège Sainte-Jeanne d'Arc,98.9,Franconville
508,Collège Notre-Dame de France,98.9,Malakoff
509,Institut Paul Ricoeur,98.9,Louvres
510,Collège Maxence Van Der Meersch,98.9,Le Touquet-Paris-Plage
511,Collège privé Saint-Joseph,98.9,Cognac
512,Collège La Paraison,98.9,Lemberg
513,Collège Saint-Jean-Baptiste,98.9,Bapaume
514,Collège Françoise Dolto,98.9,Chaponost
515,Collège Pierre Jean de Béranger,98.9,Paris
516,Collège de  Gerstheim,98.9,Gerstheim
517,Collège Saint-Joseph,98.8,Auxerre
518,Collège Yves du Manoir,98.8,Vaucresson
519,Collège privé Saint-Michel de Picpus,98.8,Paris
520,Collège Les Dagueys,98.8,Libourne
521,Collège Jean Macé,98.8,Charleville-Mézières
522,Collège Saint-Joseph,98.8,Ligné
523,Collège privé Sacré-Coeur,98.8,Annonay
524,Collège Institution Jeanne d'Arc,98.8,Bayeux
525,Collège Rabelais,98.8,Meudon
526,Collège Charles Péguy,98.8,Bobigny
527,Collège Notre-Dame,98.8,Le Loroux-Bottereau
528,Collège Jean Amans,98.8,Pont-de-Salars
529,Collège Irène Joliot-Curie,98.8,Fontenilles
